task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-gen,False,1,"(10, 100)",2,2,0.5694444444444444,0.5694444444444444
morph-gen,False,1,"(10, 100)",3,15,0.5694444444444444,0.5694444444444444
morph-gen,False,1,"(10, 100)",4,31,0.5694444444444444,0.5694444444444444
morph-gen,False,1,"(10, 100)",5,17,0.5694444444444444,0.5694444444444444
morph-gen,False,1,"(10, 100)",6,7,0.5694444444444444,0.5694444444444444
morph-gen,False,1,"(100, 1000)",1,6,0.7058823529411765,0.7058823529411765
morph-gen,False,1,"(100, 1000)",2,14,0.7058823529411765,0.7058823529411765
morph-gen,False,1,"(100, 1000)",3,18,0.7058823529411765,0.7058823529411765
morph-gen,False,1,"(100, 1000)",4,11,0.7058823529411765,0.7058823529411765
morph-gen,False,1,"(100, 1000)",5,2,0.7058823529411765,0.7058823529411765
morph-gen,False,1,"(1000,)",1,44,0.8842105263157894,0.8842105263157894
morph-gen,False,1,"(1000,)",2,34,0.8842105263157894,0.8842105263157894
morph-gen,False,1,"(1000,)",3,17,0.8842105263157894,0.8842105263157894
morph-disc,False,3,"(0, 10)",4,8,0.9884393063583815,1.0
morph-disc,False,3,"(0, 10)",5,30,0.9884393063583815,1.0
morph-disc,False,3,"(0, 10)",6,43,0.9884393063583815,1.0
morph-disc,False,3,"(0, 10)",7,50,0.9884393063583815,1.0
morph-disc,False,3,"(0, 10)",8,37,0.9884393063583815,1.0
morph-disc,False,3,"(0, 10)",9,5,0.9884393063583815,1.0
morph-disc,False,3,"(10, 100)",2,2,0.9444444444444444,1.0
morph-disc,False,3,"(10, 100)",3,15,0.9444444444444444,1.0
morph-disc,False,3,"(10, 100)",4,31,0.9444444444444444,1.0
morph-disc,False,3,"(10, 100)",5,17,0.9444444444444444,1.0
morph-disc,False,3,"(10, 100)",6,7,0.9444444444444444,1.0
morph-disc,False,3,"(100, 1000)",1,6,0.9215686274509803,1.0
morph-disc,False,3,"(100, 1000)",2,14,0.9215686274509803,1.0
morph-disc,False,3,"(100, 1000)",3,18,0.9215686274509803,1.0
morph-disc,False,3,"(100, 1000)",4,11,0.9215686274509803,1.0
morph-disc,False,3,"(100, 1000)",5,2,0.9215686274509803,1.0
morph-disc,False,3,"(1000,)",1,44,1.0,1.0
morph-disc,False,3,"(1000,)",2,34,1.0,1.0
morph-disc,False,3,"(1000,)",3,17,1.0,1.0
morph-gen,True,5,"(0, 10)",4,8,0.13793103448275862,0.14942528735632185
morph-gen,True,5,"(0, 10)",5,31,0.13793103448275862,0.14942528735632185
morph-gen,True,5,"(0, 10)",6,43,0.13793103448275862,0.14942528735632185
morph-gen,True,5,"(0, 10)",7,50,0.13793103448275862,0.14942528735632185
morph-gen,True,5,"(0, 10)",8,37,0.13793103448275862,0.14942528735632185
morph-gen,True,5,"(0, 10)",9,5,0.13793103448275862,0.14942528735632185
morph-gen,True,5,"(10, 100)",2,2,0.3194444444444444,0.3472222222222222
morph-gen,True,5,"(10, 100)",3,15,0.3194444444444444,0.3472222222222222
morph-gen,True,5,"(10, 100)",4,31,0.3194444444444444,0.3472222222222222
