task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-disc,True,1,"(0, 10)",9,5,0.9202453987730062,1.0
morph-disc,True,1,"(10, 100)",2,1,0.9,1.0
morph-disc,True,1,"(10, 100)",3,4,0.9,1.0
morph-disc,True,1,"(10, 100)",4,25,0.9,1.0
morph-disc,True,1,"(10, 100)",5,19,0.9,1.0
morph-disc,True,1,"(10, 100)",6,10,0.9,1.0
morph-disc,True,1,"(10, 100)",7,1,0.9,1.0
morph-disc,True,1,"(100, 1000)",2,11,0.7796610169491526,1.0
morph-disc,True,1,"(100, 1000)",3,25,0.7796610169491526,1.0
morph-disc,True,1,"(100, 1000)",4,18,0.7796610169491526,1.0
morph-disc,True,1,"(100, 1000)",5,5,0.7796610169491526,1.0
morph-disc,True,1,"(1000,)",1,50,0.9454545454545454,1.0
morph-disc,True,1,"(1000,)",2,38,0.9454545454545454,1.0
morph-disc,True,1,"(1000,)",3,21,0.9454545454545454,1.0
morph-disc,True,1,"(1000,)",4,1,0.9454545454545454,1.0
