task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-disc,True,3,"(0, 10)",5,50,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",6,50,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",7,50,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",8,37,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",9,5,0.9209183673469388,1.0
morph-gen,True,5,"(0, 10)",1,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",2,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",3,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",4,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",5,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",6,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",7,50,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",8,37,0.41581632653061223,0.4770408163265306
morph-gen,True,5,"(0, 10)",9,5,0.41581632653061223,0.4770408163265306
